datum;kijkers
2022-09-13T00:00:00.000000;854.630
2022-09-14T00:00:00.000000;881.234
2022-09-15T00:00:00.000000;863.421
2022-09-16T00:00:00.000000;805.317
2022-09-17T00:00:00.000000;619.462
2022-09-18T00:00:00.000000;868.028
2022-09-19T00:00:00.000000;933.111
2022-09-20T00:00:00.000000;894.717
2022-09-21T00:00:00.000000;882.688
2022-09-22T00:00:00.000000;853.765
2022-09-23T00:00:00.000000;764.958
2022-09-24T00:00:00.000000;712.691
2022-09-25T00:00:00.000000;817.298
2022-09-26T00:00:00.000000;913.383
2022-09-27T00:00:00.000000;952.200
2022-09-28T00:00:00.000000;921.113
2022-09-29T00:00:00.000000;848.376
2022-09-30T00:00:00.000000;828.404
2022-10-01T00:00:00.000000;692.921
2022-10-02T00:00:00.000000;744.516
2022-10-03T00:00:00.000000;918.250
2022-10-04T00:00:00.000000;863.431
2022-10-05T00:00:00.000000;843.485
2022-10-06T00:00:00.000000;648.946
2022-10-07T00:00:00.000000;794.130
2022-10-08T00:00:00.000000;608.597
2022-10-09T00:00:00.000000;771.397
2022-10-10T00:00:00.000000;896.141
2022-10-11T00:00:00.000000;928.945
2022-10-12T00:00:00.000000;680.038
2022-10-13T00:00:00.000000;858.102
2022-10-14T00:00:00.000000;756.335
2022-10-15T00:00:00.000000;616.951
2022-10-16T00:00:00.000000;816.199
2022-10-17T00:00:00.000000;872.769
2022-10-18T00:00:00.000000;832.487
2022-10-19T00:00:00.000000;808.005
2022-10-20T00:00:00.000000;814.293
2022-10-21T00:00:00.000000;713.432
2022-10-22T00:00:00.000000;620.310
2022-10-23T00:00:00.000000;717.087
2022-10-24T00:00:00.000000;882.350
2022-10-25T00:00:00.000000;898.695
2022-10-26T00:00:00.000000;796.188
2022-10-27T00:00:00.000000;775.042
2022-10-29T00:00:00.000000;675.403
2022-10-30T00:00:00.000000;764.704
2022-10-31T00:00:00.000000;924.363
2022-11-01T00:00:00.000000;725.642
2022-11-02T00:00:00.000000;851.571
2022-11-03T00:00:00.000000;791.191
2022-11-04T00:00:00.000000;869.078
2022-11-05T00:00:00.000000;730.754
2022-11-06T00:00:00.000000;878.013
2022-11-07T00:00:00.000000;909.533
2022-11-08T00:00:00.000000;865.213
2022-11-09T00:00:00.000000;869.650
2022-11-10T00:00:00.000000;807.104
2022-11-11T00:00:00.000000;806.174
2022-11-12T00:00:00.000000;707.999
2022-11-13T00:00:00.000000;865.280
2022-11-14T00:00:00.000000;1.004.625
2022-11-15T00:00:00.000000;983.482
2022-11-16T00:00:00.000000;899.361
2022-11-17T00:00:00.000000;910.156
2022-11-18T00:00:00.000000;784.994
2022-11-19T00:00:00.000000;658.488
2022-11-20T00:00:00.000000;982.041
2022-11-21T00:00:00.000000;855.232
2022-11-22T00:00:00.000000;888.698
2022-11-23T00:00:00.000000;883.888
2022-11-24T00:00:00.000000;870.897
2022-11-25T00:00:00.000000;833.922
2022-11-26T00:00:00.000000;662.741
2022-11-28T00:00:00.000000;879.890
2022-11-29T00:00:00.000000;847.365
2022-11-30T00:00:00.000000;931.971
2022-12-02T00:00:00.000000;805.141
2022-12-03T00:00:00.000000;772.528
2022-12-04T00:00:00.000000;958.557
2022-12-05T00:00:00.000000;864.489
2022-12-06T00:00:00.000000;897.361
2022-12-07T00:00:00.000000;942.521
2022-12-08T00:00:00.000000;862.722
2022-12-09T00:00:00.000000;784.769
2022-12-10T00:00:00.000000;791.887
2022-12-11T00:00:00.000000;911.995
2022-12-12T00:00:00.000000;967.261
2022-12-13T00:00:00.000000;932.499
2022-12-14T00:00:00.000000;896.786
2022-12-15T00:00:00.000000;924.168
2022-12-16T00:00:00.000000;817.631
2022-12-17T00:00:00.000000;793.311
2022-12-18T00:00:00.000000;1.026.165
2022-12-19T00:00:00.000000;908.878
2022-12-20T00:00:00.000000;951.592
2022-12-21T00:00:00.000000;899.745
2022-12-22T00:00:00.000000;919.272
2022-12-23T00:00:00.000000;833.186
2022-12-24T00:00:00.000000;540.049
2022-12-25T00:00:00.000000;702.127
2022-12-26T00:00:00.000000;921.522
2022-12-27T00:00:00.000000;859.463
2022-12-28T00:00:00.000000;784.487
2022-12-29T00:00:00.000000;848.815
2022-12-30T00:00:00.000000;888.982
2023-01-01T00:00:00.000000;741.105
2023-01-02T00:00:00.000000;1.035.658
2023-01-03T00:00:00.000000;930.597
2023-01-04T00:00:00.000000;965.924
2023-01-05T00:00:00.000000;956.514
2023-01-06T00:00:00.000000;907.774
2023-01-07T00:00:00.000000;789.582
2023-01-08T00:00:00.000000;890.246
2023-01-09T00:00:00.000000;948.509
2023-01-10T00:00:00.000000;1.019.249
2023-01-11T00:00:00.000000;910.445
2023-01-12T00:00:00.000000;954.332
2023-01-13T00:00:00.000000;889.310
2023-01-14T00:00:00.000000;729.385
2023-01-15T00:00:00.000000;927.956
2023-01-16T00:00:00.000000;1.081.696
2023-01-17T00:00:00.000000;947.031
2023-01-18T00:00:00.000000;958.238
2023-01-19T00:00:00.000000;955.493
2023-01-20T00:00:00.000000;981.881
2023-01-21T00:00:00.000000;671.290
2023-01-22T00:00:00.000000;874.976
2023-01-23T00:00:00.000000;1.012.927
2023-01-24T00:00:00.000000;1.012.159
2023-03-06T00:00:00.000000;989.470
2023-03-07T00:00:00.000000;944.073
2023-03-08T00:00:00.000000;963.801
2023-03-09T00:00:00.000000;903.383
2023-03-10T00:00:00.000000;965.903
2023-03-11T00:00:00.000000;696.562
2023-03-12T00:00:00.000000;836.046
2023-03-13T00:00:00.000000;958.422
2023-03-14T00:00:00.000000;950.076
2023-03-15T00:00:00.000000;949.857
2023-03-16T00:00:00.000000;926.094
2023-03-17T00:00:00.000000;951.476
2023-03-18T00:00:00.000000;644.265
2023-03-19T00:00:00.000000;744.149
2023-03-20T00:00:00.000000;1.192.097
2023-03-21T00:00:00.000000;907.870
2023-03-22T00:00:00.000000;946.516
2023-03-23T00:00:00.000000;913.724
2023-03-24T00:00:00.000000;890.789
2023-03-25T00:00:00.000000;666.938
2023-03-26T00:00:00.000000;890.678
2023-03-27T00:00:00.000000;916.259
2023-03-28T00:00:00.000000;887.681
2023-03-29T00:00:00.000000;895.860
2023-03-30T00:00:00.000000;912.019
2023-03-31T00:00:00.000000;837.221
2023-04-01T00:00:00.000000;737.882
2023-04-02T00:00:00.000000;911.120
2023-04-03T00:00:00.000000;944.166
2023-04-04T00:00:00.000000;980.188
2023-04-05T00:00:00.000000;837.006
2023-04-06T00:00:00.000000;899.389
2023-04-07T00:00:00.000000;868.309
2023-04-08T00:00:00.000000;730.575
2023-04-09T00:00:00.000000;627.356
2023-04-10T00:00:00.000000;964.487
2023-04-11T00:00:00.000000;925.470
2023-04-12T00:00:00.000000;963.146
2023-04-13T00:00:00.000000;843.566
2023-04-14T00:00:00.000000;899.470
2023-04-15T00:00:00.000000;650.889
2023-04-16T00:00:00.000000;838.934
2023-04-17T00:00:00.000000;819.363
2023-04-18T00:00:00.000000;832.483
2023-04-19T00:00:00.000000;819.953
2023-04-20T00:00:00.000000;748.643
2023-04-21T00:00:00.000000;735.700
2023-04-22T00:00:00.000000;632.048
2023-04-23T00:00:00.000000;763.990
2023-04-24T00:00:00.000000;924.861
2023-04-25T00:00:00.000000;822.415
2023-04-26T00:00:00.000000;832.159
2023-04-27T00:00:00.000000;825.198
2023-04-28T00:00:00.000000;796.498
2023-04-29T00:00:00.000000;647.704
2023-04-30T00:00:00.000000;648.801
2023-05-01T00:00:00.000000;941.583
2023-05-02T00:00:00.000000;908.163
2023-05-03T00:00:00.000000;833.110
2023-05-04T00:00:00.000000;820.310
2023-05-05T00:00:00.000000;885.070
2023-05-06T00:00:00.000000;677.707
2023-05-07T00:00:00.000000;869.189
2023-05-08T00:00:00.000000;834.967
2023-05-09T00:00:00.000000;949.869
2023-05-10T00:00:00.000000;898.806
2023-05-11T00:00:00.000000;880.623
2023-05-12T00:00:00.000000;853.345
2023-05-13T00:00:00.000000;656.428
2023-05-14T00:00:00.000000;815.217
2023-05-15T00:00:00.000000;976.231
2023-05-16T00:00:00.000000;862.782
2023-05-17T00:00:00.000000;832.954
2023-05-18T00:00:00.000000;755.017
2023-05-19T00:00:00.000000;692.492
2023-05-20T00:00:00.000000;565.704
2023-05-21T00:00:00.000000;708.709
2023-05-22T00:00:00.000000;904.737
2023-05-23T00:00:00.000000;793.496
2023-05-24T00:00:00.000000;831.926
2023-05-25T00:00:00.000000;842.897
2023-05-26T00:00:00.000000;689.033
2023-05-27T00:00:00.000000;559.654
2023-05-28T00:00:00.000000;558.203
2023-05-29T00:00:00.000000;807.172
2023-05-30T00:00:00.000000;789.778
2023-05-31T00:00:00.000000;719.406
2023-06-01T00:00:00.000000;727.179
2023-06-02T00:00:00.000000;701.298
2023-06-03T00:00:00.000000;529.316
2023-06-04T00:00:00.000000;521.848
2023-06-05T00:00:00.000000;744.039
2023-06-06T00:00:00.000000;729.213
2023-06-07T00:00:00.000000;690.730
2023-06-08T00:00:00.000000;703.483
2023-06-09T00:00:00.000000;775.363
2023-06-10T00:00:00.000000;487.915
2023-06-11T00:00:00.000000;666.555
2023-06-12T00:00:00.000000;775.236
2023-06-13T00:00:00.000000;719.124
2023-06-14T00:00:00.000000;717.410
2023-06-15T00:00:00.000000;699.964
2023-06-16T00:00:00.000000;677.823
2023-06-17T00:00:00.000000;539.189
2023-06-18T00:00:00.000000;697.009
2023-06-19T00:00:00.000000;809.742
2023-06-20T00:00:00.000000;916.736
2023-06-21T00:00:00.000000;747.913
2023-06-22T00:00:00.000000;939.926
2023-06-23T00:00:00.000000;633.889
2023-06-24T00:00:00.000000;532.090
2023-06-25T00:00:00.000000;677.521
2023-06-26T00:00:00.000000;855.660
2023-06-27T00:00:00.000000;750.276
2023-06-28T00:00:00.000000;827.364
2023-06-29T00:00:00.000000;799.162
2023-06-30T00:00:00.000000;726.331
2023-07-02T00:00:00.000000;765.233
2023-07-03T00:00:00.000000;749.153
2023-07-04T00:00:00.000000;842.629
2023-07-05T00:00:00.000000;805.213
2023-07-06T00:00:00.000000;750.523
2023-07-07T00:00:00.000000;642.559
2023-07-08T00:00:00.000000;616.547
2023-07-09T00:00:00.000000;739.638
2023-07-10T00:00:00.000000;729.899
2023-07-11T00:00:00.000000;748.800
2023-07-12T00:00:00.000000;728.564
2023-07-13T00:00:00.000000;758.631
2023-07-14T00:00:00.000000;722.019
2023-07-15T00:00:00.000000;666.911
2023-07-16T00:00:00.000000;732.014
2023-07-17T00:00:00.000000;759.417
2023-07-18T00:00:00.000000;737.570
2023-07-19T00:00:00.000000;769.832
2023-07-20T00:00:00.000000;731.656
2023-07-21T00:00:00.000000;741.837
2023-07-22T00:00:00.000000;623.532
2023-07-23T00:00:00.000000;840.346
2023-07-24T00:00:00.000000;811.758
2023-07-25T00:00:00.000000;749.620
2023-07-26T00:00:00.000000;729.153
2023-07-27T00:00:00.000000;745.860
2023-07-28T00:00:00.000000;681.488
2023-07-29T00:00:00.000000;494.569
2023-07-30T00:00:00.000000;801.043
2023-07-31T00:00:00.000000;868.043
2023-08-01T00:00:00.000000;813.397
2023-08-02T00:00:00.000000;779.901
2023-08-03T00:00:00.000000;765.624
2023-08-04T00:00:00.000000;699.970
2023-08-05T00:00:00.000000;643.398
2023-08-06T00:00:00.000000;675.572
2023-08-07T00:00:00.000000;756.795
2023-08-08T00:00:00.000000;768.063
2023-08-09T00:00:00.000000;619.553
2023-08-10T00:00:00.000000;678.445
2023-08-11T00:00:00.000000;808.932
2023-08-12T00:00:00.000000;581.356
2023-08-13T00:00:00.000000;640.964
2023-08-14T00:00:00.000000;636.031
2023-08-15T00:00:00.000000;659.521
2023-08-16T00:00:00.000000;694.206
2023-08-17T00:00:00.000000;735.278
2023-08-18T00:00:00.000000;673.151
2023-08-19T00:00:00.000000;491.869
2023-08-20T00:00:00.000000;644.730
2023-08-21T00:00:00.000000;691.803
2023-08-22T00:00:00.000000;697.564
2023-08-23T00:00:00.000000;657.997
2023-08-24T00:00:00.000000;758.527
2023-08-25T00:00:00.000000;784.679
2023-08-26T00:00:00.000000;537.716
2023-08-27T00:00:00.000000;672.272
2023-08-28T00:00:00.000000;910.189
2023-08-29T00:00:00.000000;812.396
2023-08-30T00:00:00.000000;831.009
2023-08-31T00:00:00.000000;872.525
2023-09-01T00:00:00.000000;750.247
2023-09-02T00:00:00.000000;554.065
2023-09-03T00:00:00.000000;707.409
2023-09-04T00:00:00.000000;820.633
2023-09-05T00:00:00.000000;714.782
2023-09-06T00:00:00.000000;745.839
2023-09-07T00:00:00.000000;756.504
2023-09-08T00:00:00.000000;637.558
2023-09-09T00:00:00.000000;533.287
2023-09-10T00:00:00.000000;709.219
2023-09-11T00:00:00.000000;767.639
2023-09-12T00:00:00.000000;850.377
2023-09-13T00:00:00.000000;783.017
2023-09-14T00:00:00.000000;742.911
2023-09-15T00:00:00.000000;717.968
2023-09-16T00:00:00.000000;606.268
2023-09-17T00:00:00.000000;603.697
2023-09-18T00:00:00.000000;846.134
2023-09-19T00:00:00.000000;942.407
2023-09-20T00:00:00.000000;787.393
2023-09-21T00:00:00.000000;681.777
2023-09-22T00:00:00.000000;835.222
2023-09-23T00:00:00.000000;577.242
2023-09-24T00:00:00.000000;778.186
2023-09-25T00:00:00.000000;810.711
2023-09-26T00:00:00.000000;887.086
2023-09-27T00:00:00.000000;838.822
2023-09-28T00:00:00.000000;848.008
2023-09-29T00:00:00.000000;771.921
2023-09-30T00:00:00.000000;572.502
2023-10-01T00:00:00.000000;702.039
2023-10-02T00:00:00.000000;784.541
2023-10-03T00:00:00.000000;856.974
2023-10-04T00:00:00.000000;735.919
2023-10-05T00:00:00.000000;821.304
2023-10-06T00:00:00.000000;757.231
2023-10-07T00:00:00.000000;630.206
2023-10-08T00:00:00.000000;842.207
2023-10-09T00:00:00.000000;900.091
2023-10-10T00:00:00.000000;929.322
2023-10-11T00:00:00.000000;907.387
2023-10-12T00:00:00.000000;961.348
2023-10-13T00:00:00.000000;876.963
2023-10-14T00:00:00.000000;750.446
2023-10-15T00:00:00.000000;934.598
2023-10-16T00:00:00.000000;912.182
2023-10-17T00:00:00.000000;1.020.369
2023-10-18T00:00:00.000000;993.621
2023-10-19T00:00:00.000000;852.214
2023-10-20T00:00:00.000000;846.318
2023-10-21T00:00:00.000000;768.379
2023-10-22T00:00:00.000000;887.015
2023-10-23T00:00:00.000000;1.000.018
2023-10-24T00:00:00.000000;912.451
2023-10-25T00:00:00.000000;857.236
2023-10-26T00:00:00.000000;874.286
2023-10-27T00:00:00.000000;880.703
2023-10-28T00:00:00.000000;758.966
2023-10-29T00:00:00.000000;923.766
2023-10-30T00:00:00.000000;1.037.372
2023-10-31T00:00:00.000000;978.133
2023-11-01T00:00:00.000000;958.387
2023-11-02T00:00:00.000000;1.135.939
2023-11-03T00:00:00.000000;949.566
2023-11-04T00:00:00.000000;749.953
2023-11-05T00:00:00.000000;827.951
2023-11-06T00:00:00.000000;948.068
2023-11-07T00:00:00.000000;1.005.660
2023-11-08T00:00:00.000000;991.235
2023-11-09T00:00:00.000000;834.574
2023-11-10T00:00:00.000000;873.460
2023-11-11T00:00:00.000000;749.614
2023-11-12T00:00:00.000000;885.414
2023-11-13T00:00:00.000000;927.996
2023-11-14T00:00:00.000000;1.062.166
2023-11-15T00:00:00.000000;1.064.293
2023-11-16T00:00:00.000000;1.005.299
2023-11-17T00:00:00.000000;963.397
2023-11-18T00:00:00.000000;725.805
2023-11-19T00:00:00.000000;675.167
2023-11-20T00:00:00.000000;997.455
2023-11-21T00:00:00.000000;1.013.756
2023-11-22T00:00:00.000000;993.558
2023-11-23T00:00:00.000000;971.349
2023-11-24T00:00:00.000000;860.826
2023-11-25T00:00:00.000000;722.044
2023-11-26T00:00:00.000000;752.086
2023-11-27T00:00:00.000000;975.063
2023-11-28T00:00:00.000000;907.630
2023-11-29T00:00:00.000000;934.077
2023-11-30T00:00:00.000000;873.120
2023-12-01T00:00:00.000000;843.826
2023-12-02T00:00:00.000000;703.020
2023-12-03T00:00:00.000000;872.153
2023-12-04T00:00:00.000000;1.008.573
2023-12-05T00:00:00.000000;1.001.155
2023-12-06T00:00:00.000000;893.972
2023-12-07T00:00:00.000000;955.870
2023-12-08T00:00:00.000000;790.135
2023-12-09T00:00:00.000000;669.588
2023-12-10T00:00:00.000000;826.446
2023-12-11T00:00:00.000000;976.316
2023-12-12T00:00:00.000000;944.299
2023-12-13T00:00:00.000000;970.496
2023-12-14T00:00:00.000000;836.391
2023-12-15T00:00:00.000000;850.782
2023-12-16T00:00:00.000000;679.506
2023-12-17T00:00:00.000000;768.771
2023-12-18T00:00:00.000000;982.971
2023-12-19T00:00:00.000000;1.004.959
2023-12-20T00:00:00.000000;863.729
2023-12-21T00:00:00.000000;928.657
2023-12-22T00:00:00.000000;886.437
2023-12-23T00:00:00.000000;832.630
2023-12-24T00:00:00.000000;547.971
2023-12-25T00:00:00.000000;808.519
2023-12-26T00:00:00.000000;913.345
2023-12-27T00:00:00.000000;858.332
2023-12-28T00:00:00.000000;767.525
2023-12-29T00:00:00.000000;865.259
2023-12-31T00:00:00.000000;668.292
2024-01-01T00:00:00.000000;933.167
2024-01-02T00:00:00.000000;1.077.151
2024-01-03T00:00:00.000000;1.071.049
2024-01-04T00:00:00.000000;1.012.813
2024-01-05T00:00:00.000000;941.322
2024-01-06T00:00:00.000000;915.689
2024-01-07T00:00:00.000000;987.653
2024-01-08T00:00:00.000000;1.076.231
2024-01-09T00:00:00.000000;1.076.363
2024-01-10T00:00:00.000000;976.500
2024-01-11T00:00:00.000000;1.040.049
2024-01-12T00:00:00.000000;919.157
2024-01-13T00:00:00.000000;740.186
2024-01-14T00:00:00.000000;1.010.325
2024-01-15T00:00:00.000000;1.030.317
2024-01-16T00:00:00.000000;1.037.064
2024-01-17T00:00:00.000000;1.122.644
2024-01-18T00:00:00.000000;1.020.484
2024-01-19T00:00:00.000000;804.634
2024-01-20T00:00:00.000000;625.401
2024-01-21T00:00:00.000000;901.746
2024-01-22T00:00:00.000000;1.018.586
2024-01-23T00:00:00.000000;1.045.248
2024-01-24T00:00:00.000000;923.969
2024-01-25T00:00:00.000000;904.285
2024-01-26T00:00:00.000000;798.292
2024-01-27T00:00:00.000000;625.263
2024-01-28T00:00:00.000000;934.796
2024-01-29T00:00:00.000000;1.011.258
2024-01-30T00:00:00.000000;1.002.271
2024-01-31T00:00:00.000000;1.017.831
2024-02-01T00:00:00.000000;1.003.988
2024-02-02T00:00:00.000000;915.811
2024-02-03T00:00:00.000000;735.509
2024-02-04T00:00:00.000000;961.433
2024-02-05T00:00:00.000000;1.018.319
2024-02-06T00:00:00.000000;1.012.106
2024-02-07T00:00:00.000000;950.266
2024-02-08T00:00:00.000000;950.347
2024-02-09T00:00:00.000000;851.202
2024-02-10T00:00:00.000000;740.967
2024-02-11T00:00:00.000000;813.487
2024-02-12T00:00:00.000000;975.571
2024-02-13T00:00:00.000000;893.185
2024-02-14T00:00:00.000000;985.554
2024-02-15T00:00:00.000000;904.248
2024-02-16T00:00:00.000000;898.906
2024-02-17T00:00:00.000000;667.978
2024-02-18T00:00:00.000000;861.810
2024-02-19T00:00:00.000000;982.110
2024-02-20T00:00:00.000000;1.012.808
2024-02-21T00:00:00.000000;803.344
2024-02-22T00:00:00.000000;965.158
2024-02-23T00:00:00.000000;792.250
2024-02-24T00:00:00.000000;697.718
2024-02-25T00:00:00.000000;988.693
2024-02-26T00:00:00.000000;1.014.563
2024-02-27T00:00:00.000000;1.031.005
2024-02-28T00:00:00.000000;921.917
2024-02-29T00:00:00.000000;906.338
2024-03-01T00:00:00.000000;962.600
2024-03-02T00:00:00.000000;798.019
2024-03-03T00:00:00.000000;938.688
2024-03-04T00:00:00.000000;1.016.757
2024-03-05T00:00:00.000000;1.041.520
2024-03-06T00:00:00.000000;944.255
2024-03-07T00:00:00.000000;924.475
2024-03-08T00:00:00.000000;880.615
2024-03-09T00:00:00.000000;737.535
2024-03-10T00:00:00.000000;872.337
2024-03-11T00:00:00.000000;987.698
2024-03-12T00:00:00.000000;1.032.139
2024-03-13T00:00:00.000000;975.783
2024-03-14T00:00:00.000000;911.533
2024-03-15T00:00:00.000000;805.080
2024-03-16T00:00:00.000000;712.745
2024-03-17T00:00:00.000000;926.187
2024-03-18T00:00:00.000000;919.585
2024-03-19T00:00:00.000000;975.109
2024-03-20T00:00:00.000000;798.642
2024-03-21T00:00:00.000000;860.886
2024-03-22T00:00:00.000000;865.458
2024-03-23T00:00:00.000000;556.055
2024-03-24T00:00:00.000000;873.753
2024-03-25T00:00:00.000000;917.029
2024-03-26T00:00:00.000000;952.034
2024-03-27T00:00:00.000000;961.249
2024-03-28T00:00:00.000000;865.252
2024-03-29T00:00:00.000000;803.368
2024-03-30T00:00:00.000000;785.702
2024-03-31T00:00:00.000000;844.059
2024-04-05T00:00:00.000000;798.123
2024-04-06T00:00:00.000000;647.682
2024-04-07T00:00:00.000000;785.838
2024-04-08T00:00:00.000000;825.442
2024-04-09T00:00:00.000000;845.131
2024-04-10T00:00:00.000000;841.199
2024-04-11T00:00:00.000000;898.489
2024-04-12T00:00:00.000000;720.995
2024-04-13T00:00:00.000000;607.768
2024-04-14T00:00:00.000000;802.439
2024-04-15T00:00:00.000000;914.599
2024-04-16T00:00:00.000000;912.101
2024-04-17T00:00:00.000000;911.101
2024-04-18T00:00:00.000000;883.762
2024-04-19T00:00:00.000000;815.870
2024-04-20T00:00:00.000000;631.383
2024-04-21T00:00:00.000000;835.890
2024-04-22T00:00:00.000000;832.518
2024-04-23T00:00:00.000000;943.812
2024-04-24T00:00:00.000000;823.575
2024-04-25T00:00:00.000000;856.893
2024-04-26T00:00:00.000000;762.656
2024-04-27T00:00:00.000000;689.376
2024-04-28T00:00:00.000000;773.147
2024-04-29T00:00:00.000000;833.175
2024-04-30T00:00:00.000000;775.884
2024-05-01T00:00:00.000000;712.052
2024-05-02T00:00:00.000000;821.660
2024-05-03T00:00:00.000000;768.438
2024-05-04T00:00:00.000000;685.297
2024-05-05T00:00:00.000000;766.905
2024-05-06T00:00:00.000000;891.138
2024-05-07T00:00:00.000000;828.514
2024-05-08T00:00:00.000000;643.192
2024-05-09T00:00:00.000000;751.029
2024-05-10T00:00:00.000000;727.752
2024-05-11T00:00:00.000000;652.126
2024-05-12T00:00:00.000000;648.949
2024-05-13T00:00:00.000000;788.966
2024-05-14T00:00:00.000000;854.172
2024-05-15T00:00:00.000000;829.878
2024-05-16T00:00:00.000000;780.200
2024-05-17T00:00:00.000000;841.518
2024-05-18T00:00:00.000000;656.208
2024-05-19T00:00:00.000000;692.653
2024-05-20T00:00:00.000000;807.700
2024-05-21T00:00:00.000000;845.049
2024-05-22T00:00:00.000000;803.016
2024-05-23T00:00:00.000000;781.506
2024-05-24T00:00:00.000000;741.778
2024-05-25T00:00:00.000000;536.715
2024-05-26T00:00:00.000000;731.308
2024-05-27T00:00:00.000000;855.384
2024-05-28T00:00:00.000000;859.455
2024-05-29T00:00:00.000000;735.030
2024-05-30T00:00:00.000000;860.938
2024-05-31T00:00:00.000000;731.388
2024-06-01T00:00:00.000000;691.929
2024-06-02T00:00:00.000000;790.165
2024-06-03T00:00:00.000000;790.156
2024-06-04T00:00:00.000000;801.211
2024-06-05T00:00:00.000000;782.592
2024-06-06T00:00:00.000000;794.661
2024-06-07T00:00:00.000000;723.516
2024-06-08T00:00:00.000000;564.702
2024-06-10T00:00:00.000000;1.022.331
2024-06-11T00:00:00.000000;939.023
2024-06-12T00:00:00.000000;827.158
2024-06-13T00:00:00.000000;811.420
2024-06-14T00:00:00.000000;710.349
2024-06-18T00:00:00.000000;728.617
2024-06-20T00:00:00.000000;714.539
2024-06-21T00:00:00.000000;673.224
2024-06-22T00:00:00.000000;522.102
2024-06-23T00:00:00.000000;627.886
2024-06-24T00:00:00.000000;787.581
2024-06-28T00:00:00.000000;738.930
2024-06-29T00:00:00.000000;519.526
2024-06-30T00:00:00.000000;631.140
2024-07-01T00:00:00.000000;1.178.300
2024-07-02T00:00:00.000000;629.939
2024-07-03T00:00:00.000000;778.262
2024-07-04T00:00:00.000000;758.188
2024-07-05T00:00:00.000000;495.973
2024-07-06T00:00:00.000000;429.796
2024-07-07T00:00:00.000000;810.800
2024-07-08T00:00:00.000000;930.777
2024-07-09T00:00:00.000000;890.188
2024-07-10T00:00:00.000000;751.020
2024-07-11T00:00:00.000000;673.576
2024-07-12T00:00:00.000000;764.642
2024-07-13T00:00:00.000000;607.256
2024-07-14T00:00:00.000000;823.085
2024-07-15T00:00:00.000000;836.385
2024-07-16T00:00:00.000000;893.552
2024-07-17T00:00:00.000000;682.681
2024-07-18T00:00:00.000000;651.200
2024-07-19T00:00:00.000000;650.843
2024-07-20T00:00:00.000000;613.677
2024-07-21T00:00:00.000000;516.438
2024-07-22T00:00:00.000000;818.160
2024-07-23T00:00:00.000000;850.035
2024-07-24T00:00:00.000000;695.807
2024-07-25T00:00:00.000000;782.452
2024-07-26T00:00:00.000000;797.013
2024-07-27T00:00:00.000000;851.651
2024-07-28T00:00:00.000000;764.287
2024-07-29T00:00:00.000000;647.423
2024-07-30T00:00:00.000000;685.432
2024-07-31T00:00:00.000000;698.888
2024-08-01T00:00:00.000000;704.262
2024-08-02T00:00:00.000000;567.298
2024-08-03T00:00:00.000000;766.725
2024-08-04T00:00:00.000000;685.713
2024-08-05T00:00:00.000000;724.992
2024-08-06T00:00:00.000000;708.324
2024-08-07T00:00:00.000000;594.171
2024-08-08T00:00:00.000000;741.287
2024-08-09T00:00:00.000000;742.098
2024-08-10T00:00:00.000000;566.588
2024-08-11T00:00:00.000000;559.262
2024-08-12T00:00:00.000000;710.158
2024-08-13T00:00:00.000000;632.408
2024-08-14T00:00:00.000000;646.820
2024-08-15T00:00:00.000000;654.008
2024-08-16T00:00:00.000000;748.987
2024-08-17T00:00:00.000000;601.567
2024-08-18T00:00:00.000000;693.977
2024-08-19T00:00:00.000000;758.479
2024-08-20T00:00:00.000000;779.679
2024-08-21T00:00:00.000000;673.623
2024-08-22T00:00:00.000000;727.103
2024-08-23T00:00:00.000000;683.927
2024-08-24T00:00:00.000000;610.628
2024-08-25T00:00:00.000000;695.540
2024-08-26T00:00:00.000000;780.251
2024-08-27T00:00:00.000000;737.266
2024-08-28T00:00:00.000000;619.302
2024-08-29T00:00:00.000000;659.945
2024-08-30T00:00:00.000000;736.471
2024-08-31T00:00:00.000000;580.226
2024-09-01T00:00:00.000000;637.783
2024-09-02T00:00:00.000000;760.652
2024-09-03T00:00:00.000000;811.121
2024-09-04T00:00:00.000000;682.551
2024-09-05T00:00:00.000000;753.108
2024-09-06T00:00:00.000000;741.171
2024-09-07T00:00:00.000000;575.679
2024-09-08T00:00:00.000000;631.568
2024-09-09T00:00:00.000000;776.199
2024-09-10T00:00:00.000000;823.457
2024-09-11T00:00:00.000000;867.636
2024-09-12T00:00:00.000000;823.374
2024-09-13T00:00:00.000000;752.075
2024-09-14T00:00:00.000000;611.386
2024-09-15T00:00:00.000000;810.276
2024-09-16T00:00:00.000000;895.006
2024-09-17T00:00:00.000000;886.309
2024-09-18T00:00:00.000000;758.209
2024-09-19T00:00:00.000000;771.338
2024-09-20T00:00:00.000000;636.712
2024-09-21T00:00:00.000000;559.843
2024-09-22T00:00:00.000000;748.228
2024-09-23T00:00:00.000000;824.481
2024-09-24T00:00:00.000000;875.925
2024-09-25T00:00:00.000000;850.077
2024-09-28T00:00:00.000000;734.285
2024-09-29T00:00:00.000000;911.084
2024-09-30T00:00:00.000000;866.883
2024-10-01T00:00:00.000000;830.656
2024-10-02T00:00:00.000000;821.797
2024-10-03T00:00:00.000000;767.370
2024-10-04T00:00:00.000000;731.652
2024-10-05T00:00:00.000000;568.886
